Battery_power_mAh,Bluetooh,Speed_of_microprocessor,Dual_sim,Front_camera,4G,Internal_memeory_gb,Mobile_depth,Mobile_weight,Cores_of_processor,Primary_camera,px_height,Pixel_width,Ram_mb,Screen_height,Screen_weight,talk_time,3G,touch_screen,wifi,price_range
1362 mAh,Yes,2.9,No,0 pixels,No,47 gb,0.5 cm,186 g,6,4 pixels,600 ppcm,1042 ppcm,3629 mb,19 cm,17 cm,5,No,Yes,Yes,Very High cost
1469 mAh,No,1.7,Yes,11 pixels,Yes,44 gb,0.5 cm,169 g,2,14 pixels,484 ppcm,711 ppcm,1687 mb,15 cm,5 cm,5,Yes,Yes,Yes,Medium cost
986 mAh,Yes,0.8,No,13 pixels,Yes,28 gb,0.8 cm,182 g,4,20 pixels,199 ppcm,679 ppcm,1149 mb,8 cm,7 cm,18,Yes,Yes,No,Low cost
1843 mAh,No,2.8,No,1 pixels,Yes,62 gb,0.8 cm,104 g,3,7 pixels,21 ppcm,832 ppcm,3899 mb,5 cm,4 cm,6,Yes,No,Yes,Very High cost
1561 mAh,No,0.5,Yes,10 pixels,Yes,4 gb,0.5 cm,134 g,2,13 pixels,885 ppcm,1811 ppcm,1783 mb,13 cm,12 cm,10,Yes,Yes,No,High cost
1695 mAh,Yes,0.5,Yes,2 pixels,Yes,47 gb,0.5 cm,189 g,5,13 pixels,308 ppcm,1208 ppcm,1629 mb,8 cm,6 cm,11,Yes,Yes,No,Medium cost
667 mAh,No,2.6,Yes,3 pixels,No,8 gb,0.8 cm,185 g,1,7 pixels,1015 ppcm,1947 ppcm,2528 mb,11 cm,8 cm,8,No,Yes,No,High cost
1768 mAh,Yes,2.0,No,0 pixels,Yes,2 gb,0.8 cm,88 g,7,2 pixels,1303 ppcm,1814 ppcm,3256 mb,9 cm,6 cm,5,Yes,Yes,No,Very High cost
1269 mAh,Yes,2.8,Yes,16 pixels,No,41 gb,1.0 cm,180 g,8,17 pixels,406 ppcm,1036 ppcm,2341 mb,10 cm,9 cm,16,No,No,Yes,High cost
1109 mAh,Yes,2.8,Yes,6 pixels,No,57 gb,0.9 cm,151 g,1,12 pixels,124 ppcm,833 ppcm,2785 mb,15 cm,10 cm,16,Yes,No,No,High cost
936 mAh,No,0.5,Yes,14 pixels,Yes,14 gb,0.1 cm,164 g,3,17 pixels,150 ppcm,1677 ppcm,3761 mb,13 cm,1 cm,12,Yes,No,No,Very High cost
1713 mAh,Yes,2.0,No,9 pixels,Yes,5 gb,0.7 cm,199 g,6,16 pixels,108 ppcm,1963 ppcm,1513 mb,15 cm,6 cm,2,Yes,No,Yes,Medium cost
1175 mAh,Yes,1.7,Yes,1 pixels,Yes,45 gb,0.6 cm,167 g,2,7 pixels,90 ppcm,557 ppcm,2240 mb,10 cm,6 cm,5,Yes,Yes,No,Medium cost
1940 mAh,Yes,1.0,Yes,0 pixels,Yes,5 gb,0.2 cm,194 g,4,1 pixels,588 ppcm,1809 ppcm,820 mb,19 cm,18 cm,3,Yes,Yes,Yes,Medium cost
855 mAh,Yes,0.5,No,2 pixels,Yes,59 gb,0.5 cm,159 g,2,3 pixels,1028 ppcm,1196 ppcm,1875 mb,16 cm,8 cm,8,Yes,Yes,Yes,Medium cost
771 mAh,Yes,0.5,Yes,0 pixels,Yes,33 gb,0.1 cm,157 g,3,17 pixels,776 ppcm,1247 ppcm,920 mb,16 cm,2 cm,10,Yes,Yes,Yes,Low cost
645 mAh,No,2.5,No,10 pixels,Yes,63 gb,1.0 cm,174 g,4,14 pixels,278 ppcm,584 ppcm,3615 mb,18 cm,8 cm,13,Yes,No,Yes,High cost
1307 mAh,No,1.8,No,2 pixels,No,7 gb,0.6 cm,88 g,7,3 pixels,897 ppcm,1103 ppcm,1412 mb,16 cm,9 cm,5,No,No,Yes,Medium cost
1948 mAh,No,2.9,Yes,4 pixels,No,5 gb,0.2 cm,136 g,1,13 pixels,651 ppcm,700 ppcm,361 mb,6 cm,1 cm,10,No,Yes,No,Low cost
1509 mAh,No,0.6,Yes,5 pixels,No,50 gb,0.3 cm,81 g,4,8 pixels,1010 ppcm,1684 ppcm,1540 mb,12 cm,8 cm,3,Yes,Yes,No,Medium cost
626 mAh,Yes,2.8,Yes,3 pixels,Yes,11 gb,0.8 cm,109 g,2,9 pixels,737 ppcm,1759 ppcm,1077 mb,6 cm,1 cm,4,Yes,No,Yes,Low cost
1190 mAh,No,2.0,Yes,0 pixels,No,40 gb,0.2 cm,93 g,5,1 pixels,1399 ppcm,1646 ppcm,3610 mb,13 cm,7 cm,9,No,No,Yes,Very High cost
1727 mAh,Yes,2.1,Yes,10 pixels,No,57 gb,0.3 cm,158 g,6,18 pixels,376 ppcm,1288 ppcm,512 mb,5 cm,2 cm,6,No,No,No,Low cost
1670 mAh,Yes,3.0,No,14 pixels,No,62 gb,0.5 cm,114 g,8,20 pixels,1117 ppcm,1330 ppcm,3024 mb,6 cm,0 cm,20,No,No,Yes,Very High cost
1150 mAh,Yes,0.5,Yes,4 pixels,Yes,27 gb,1.0 cm,134 g,1,17 pixels,234 ppcm,1947 ppcm,1610 mb,11 cm,0 cm,16,Yes,No,No,Medium cost
1208 mAh,No,2.9,No,5 pixels,Yes,16 gb,1.0 cm,175 g,1,19 pixels,691 ppcm,1028 ppcm,2201 mb,17 cm,16 cm,12,Yes,No,No,Medium cost
1812 mAh,Yes,1.3,Yes,4 pixels,Yes,42 gb,1.0 cm,162 g,7,15 pixels,380 ppcm,1550 ppcm,3338 mb,18 cm,13 cm,11,Yes,Yes,Yes,Very High cost
770 mAh,Yes,1.5,Yes,6 pixels,No,61 gb,0.2 cm,196 g,4,9 pixels,603 ppcm,1483 ppcm,3473 mb,7 cm,3 cm,4,No,No,Yes,Very High cost
1559 mAh,Yes,1.3,Yes,10 pixels,Yes,10 gb,0.3 cm,114 g,8,17 pixels,117 ppcm,681 ppcm,2203 mb,7 cm,5 cm,15,Yes,Yes,Yes,Medium cost
1902 mAh,No,0.5,No,10 pixels,No,13 gb,0.2 cm,155 g,4,11 pixels,766 ppcm,877 ppcm,940 mb,14 cm,10 cm,15,Yes,Yes,No,Medium cost
1751 mAh,No,2.5,No,1 pixels,No,4 gb,0.6 cm,146 g,8,9 pixels,1499 ppcm,1952 ppcm,1155 mb,19 cm,14 cm,12,No,Yes,Yes,Medium cost
1416 mAh,Yes,1.8,Yes,0 pixels,No,20 gb,0.1 cm,93 g,4,0 pixels,1175 ppcm,1578 ppcm,3872 mb,10 cm,2 cm,7,No,No,Yes,Very High cost
1288 mAh,No,0.5,Yes,3 pixels,Yes,61 gb,0.2 cm,115 g,6,6 pixels,988 ppcm,1503 ppcm,1882 mb,16 cm,6 cm,10,Yes,No,Yes,High cost
1003 mAh,Yes,2.9,No,16 pixels,Yes,16 gb,0.6 cm,119 g,8,19 pixels,190 ppcm,1905 ppcm,1798 mb,16 cm,7 cm,10,Yes,No,No,Medium cost
1715 mAh,Yes,0.5,Yes,1 pixels,Yes,18 gb,0.1 cm,96 g,6,3 pixels,674 ppcm,1375 ppcm,2598 mb,17 cm,2 cm,3,Yes,No,No,Very High cost
1967 mAh,No,0.5,No,0 pixels,Yes,46 gb,0.6 cm,199 g,1,7 pixels,518 ppcm,1374 ppcm,1567 mb,15 cm,2 cm,7,Yes,Yes,No,Medium cost
962 mAh,No,1.0,Yes,14 pixels,No,2 gb,0.9 cm,125 g,1,20 pixels,1618 ppcm,1916 ppcm,1491 mb,16 cm,2 cm,14,Yes,No,No,Medium cost
1487 mAh,No,1.5,No,5 pixels,Yes,42 gb,0.8 cm,120 g,2,7 pixels,857 ppcm,989 ppcm,2003 mb,12 cm,4 cm,3,Yes,No,No,High cost
1569 mAh,Yes,1.6,Yes,4 pixels,Yes,54 gb,0.9 cm,190 g,4,6 pixels,371 ppcm,665 ppcm,3905 mb,6 cm,2 cm,4,Yes,No,No,Very High cost
1146 mAh,No,3.0,No,5 pixels,Yes,57 gb,0.4 cm,111 g,5,10 pixels,73 ppcm,583 ppcm,291 mb,19 cm,9 cm,11,Yes,Yes,Yes,Low cost
1379 mAh,Yes,1.5,No,6 pixels,Yes,9 gb,0.8 cm,118 g,8,13 pixels,98 ppcm,755 ppcm,1693 mb,11 cm,4 cm,18,Yes,No,Yes,Medium cost
1504 mAh,No,1.9,Yes,7 pixels,Yes,25 gb,0.3 cm,152 g,4,9 pixels,395 ppcm,1853 ppcm,1788 mb,13 cm,11 cm,13,Yes,No,Yes,Medium cost
1945 mAh,No,1.2,No,3 pixels,No,26 gb,0.7 cm,112 g,6,5 pixels,1064 ppcm,1540 ppcm,3322 mb,18 cm,7 cm,20,No,No,Yes,Very High cost
1630 mAh,Yes,2.8,Yes,0 pixels,Yes,32 gb,0.9 cm,80 g,6,1 pixels,712 ppcm,1726 ppcm,1751 mb,12 cm,10 cm,20,Yes,No,Yes,High cost
1125 mAh,Yes,2.7,No,10 pixels,No,23 gb,0.4 cm,117 g,1,14 pixels,774 ppcm,939 ppcm,1641 mb,14 cm,8 cm,12,Yes,Yes,No,Medium cost
614 mAh,Yes,0.7,No,4 pixels,Yes,51 gb,0.1 cm,178 g,7,7 pixels,1012 ppcm,1040 ppcm,2854 mb,10 cm,7 cm,12,Yes,No,Yes,High cost
854 mAh,No,1.0,No,5 pixels,Yes,17 gb,0.9 cm,101 g,4,9 pixels,730 ppcm,1148 ppcm,3115 mb,7 cm,0 cm,2,Yes,No,No,High cost
1470 mAh,Yes,1.7,Yes,6 pixels,No,45 gb,0.1 cm,121 g,1,9 pixels,777 ppcm,1090 ppcm,3259 mb,10 cm,1 cm,14,Yes,No,Yes,Very High cost
1826 mAh,Yes,0.5,Yes,5 pixels,Yes,49 gb,0.6 cm,172 g,8,6 pixels,973 ppcm,1633 ppcm,1612 mb,17 cm,9 cm,17,Yes,Yes,No,High cost
807 mAh,Yes,0.5,Yes,0 pixels,No,37 gb,0.2 cm,127 g,4,0 pixels,245 ppcm,829 ppcm,2319 mb,5 cm,4 cm,4,No,No,No,Medium cost
1996 mAh,Yes,2.8,Yes,0 pixels,Yes,7 gb,0.1 cm,138 g,5,4 pixels,937 ppcm,1083 ppcm,1258 mb,17 cm,14 cm,16,Yes,No,No,Medium cost
1083 mAh,Yes,2.0,No,3 pixels,No,41 gb,0.7 cm,158 g,5,5 pixels,937 ppcm,1164 ppcm,1543 mb,18 cm,3 cm,10,No,No,Yes,Medium cost
1035 mAh,No,0.5,Yes,14 pixels,Yes,49 gb,0.3 cm,178 g,2,15 pixels,574 ppcm,1171 ppcm,3991 mb,12 cm,4 cm,19,Yes,No,No,Very High cost
1521 mAh,Yes,1.6,No,5 pixels,Yes,62 gb,0.3 cm,143 g,1,9 pixels,678 ppcm,1630 ppcm,3555 mb,5 cm,2 cm,19,Yes,No,No,Very High cost
1314 mAh,Yes,2.8,Yes,13 pixels,Yes,5 gb,1.0 cm,87 g,4,18 pixels,82 ppcm,512 ppcm,3411 mb,17 cm,16 cm,18,Yes,No,No,Very High cost
535 mAh,No,1.9,No,5 pixels,No,24 gb,0.2 cm,190 g,8,19 pixels,398 ppcm,1775 ppcm,524 mb,9 cm,3 cm,4,No,No,No,Low cost
673 mAh,Yes,1.9,No,13 pixels,Yes,35 gb,0.4 cm,142 g,6,14 pixels,1096 ppcm,1570 ppcm,3541 mb,18 cm,17 cm,4,Yes,No,Yes,Very High cost
1219 mAh,No,1.6,Yes,5 pixels,No,4 gb,0.3 cm,169 g,6,7 pixels,1419 ppcm,1698 ppcm,1998 mb,9 cm,2 cm,4,No,No,No,High cost
1606 mAh,Yes,0.5,Yes,0 pixels,Yes,33 gb,0.9 cm,200 g,5,0 pixels,157 ppcm,770 ppcm,3437 mb,11 cm,1 cm,2,Yes,No,No,Very High cost
1603 mAh,Yes,0.5,Yes,1 pixels,Yes,17 gb,0.5 cm,114 g,2,8 pixels,430 ppcm,1207 ppcm,1637 mb,17 cm,3 cm,11,Yes,No,Yes,Medium cost
1958 mAh,No,0.5,No,6 pixels,Yes,52 gb,0.4 cm,153 g,1,14 pixels,1524 ppcm,1848 ppcm,3064 mb,7 cm,6 cm,3,Yes,No,No,Very High cost
695 mAh,No,0.5,No,18 pixels,Yes,12 gb,0.6 cm,196 g,2,19 pixels,1649 ppcm,1829 ppcm,2855 mb,16 cm,13 cm,7,Yes,Yes,Yes,High cost
1441 mAh,No,0.6,Yes,0 pixels,Yes,53 gb,0.5 cm,106 g,1,12 pixels,254 ppcm,954 ppcm,1393 mb,9 cm,4 cm,4,Yes,Yes,Yes,Medium cost
1470 mAh,No,2.2,Yes,4 pixels,Yes,33 gb,0.4 cm,138 g,7,10 pixels,1790 ppcm,1988 ppcm,1633 mb,18 cm,4 cm,4,Yes,No,No,High cost
1890 mAh,No,1.1,No,4 pixels,Yes,48 gb,0.5 cm,127 g,4,5 pixels,1438 ppcm,1832 ppcm,2392 mb,10 cm,4 cm,15,Yes,No,Yes,Very High cost
1152 mAh,Yes,2.1,Yes,0 pixels,Yes,26 gb,0.3 cm,82 g,2,0 pixels,1304 ppcm,1673 ppcm,3284 mb,15 cm,2 cm,8,Yes,No,Yes,Very High cost
1619 mAh,Yes,0.9,No,3 pixels,No,20 gb,0.9 cm,117 g,6,9 pixels,813 ppcm,1180 ppcm,464 mb,7 cm,5 cm,16,Yes,No,Yes,Low cost
1002 mAh,Yes,1.8,No,1 pixels,No,45 gb,0.7 cm,180 g,7,7 pixels,948 ppcm,1007 ppcm,1234 mb,19 cm,13 cm,18,Yes,Yes,No,Low cost
742 mAh,Yes,0.5,No,0 pixels,Yes,36 gb,0.7 cm,139 g,3,1 pixels,1161 ppcm,1288 ppcm,292 mb,8 cm,0 cm,6,Yes,Yes,Yes,Low cost
1306 mAh,Yes,2.1,Yes,2 pixels,Yes,33 gb,0.4 cm,174 g,3,9 pixels,867 ppcm,1258 ppcm,2521 mb,6 cm,5 cm,16,Yes,No,No,High cost
1424 mAh,Yes,2.9,Yes,0 pixels,No,20 gb,0.6 cm,180 g,5,0 pixels,181 ppcm,1199 ppcm,2658 mb,15 cm,0 cm,19,Yes,No,No,High cost
942 mAh,No,1.4,Yes,8 pixels,No,27 gb,0.5 cm,91 g,4,9 pixels,754 ppcm,1532 ppcm,587 mb,6 cm,3 cm,13,No,Yes,Yes,Low cost
1934 mAh,Yes,2.7,No,8 pixels,Yes,2 gb,0.1 cm,118 g,4,16 pixels,242 ppcm,1127 ppcm,2190 mb,18 cm,1 cm,9,Yes,No,Yes,High cost
1290 mAh,Yes,1.4,Yes,19 pixels,Yes,35 gb,0.3 cm,110 g,4,20 pixels,405 ppcm,742 ppcm,879 mb,16 cm,2 cm,8,Yes,No,No,Low cost
930 mAh,No,2.1,Yes,0 pixels,No,54 gb,0.9 cm,80 g,1,13 pixels,1569 ppcm,1763 ppcm,1743 mb,7 cm,1 cm,9,No,Yes,No,High cost
1699 mAh,Yes,0.5,No,16 pixels,No,21 gb,0.1 cm,156 g,4,20 pixels,105 ppcm,1099 ppcm,1181 mb,16 cm,0 cm,18,Yes,Yes,No,Medium cost
1849 mAh,Yes,0.5,No,1 pixels,No,29 gb,0.5 cm,181 g,7,12 pixels,978 ppcm,1986 ppcm,3330 mb,14 cm,4 cm,15,Yes,No,Yes,Very High cost
1922 mAh,No,0.5,No,15 pixels,Yes,42 gb,0.6 cm,153 g,8,16 pixels,725 ppcm,1882 ppcm,3564 mb,12 cm,1 cm,17,Yes,No,No,Very High cost
548 mAh,No,1.0,Yes,0 pixels,Yes,56 gb,0.4 cm,146 g,4,14 pixels,657 ppcm,1657 ppcm,562 mb,17 cm,14 cm,8,Yes,Yes,Yes,Low cost
916 mAh,Yes,0.5,No,0 pixels,Yes,47 gb,0.2 cm,82 g,4,1 pixels,1147 ppcm,1393 ppcm,1659 mb,11 cm,10 cm,11,Yes,Yes,No,Medium cost
1783 mAh,Yes,0.5,No,8 pixels,No,14 gb,0.6 cm,183 g,8,11 pixels,910 ppcm,1566 ppcm,1816 mb,12 cm,7 cm,7,No,No,Yes,High cost
1083 mAh,Yes,1.4,Yes,2 pixels,Yes,49 gb,0.8 cm,156 g,5,9 pixels,295 ppcm,503 ppcm,1338 mb,16 cm,8 cm,5,Yes,Yes,Yes,Low cost
1698 mAh,No,2.8,No,10 pixels,Yes,7 gb,0.8 cm,131 g,8,12 pixels,26 ppcm,508 ppcm,2992 mb,15 cm,3 cm,17,Yes,Yes,No,High cost
1969 mAh,No,0.8,Yes,5 pixels,Yes,7 gb,0.2 cm,85 g,8,20 pixels,332 ppcm,764 ppcm,315 mb,16 cm,7 cm,7,Yes,Yes,No,Low cost
869 mAh,No,1.9,No,0 pixels,No,2 gb,0.6 cm,197 g,7,3 pixels,519 ppcm,533 ppcm,3249 mb,19 cm,0 cm,12,No,No,Yes,High cost
1337 mAh,Yes,2.7,Yes,0 pixels,No,5 gb,0.7 cm,200 g,4,1 pixels,161 ppcm,1029 ppcm,3242 mb,10 cm,1 cm,20,No,Yes,No,High cost
637 mAh,Yes,0.8,Yes,2 pixels,No,28 gb,0.6 cm,194 g,4,6 pixels,1080 ppcm,1289 ppcm,2725 mb,15 cm,10 cm,7,No,No,No,High cost
833 mAh,Yes,0.6,Yes,0 pixels,Yes,27 gb,0.3 cm,145 g,4,2 pixels,649 ppcm,1290 ppcm,586 mb,19 cm,8 cm,19,Yes,No,Yes,Low cost
1248 mAh,No,2.4,No,6 pixels,Yes,9 gb,0.4 cm,89 g,3,8 pixels,71 ppcm,1686 ppcm,2454 mb,9 cm,8 cm,13,Yes,Yes,No,High cost
1174 mAh,Yes,0.9,No,7 pixels,No,30 gb,1.0 cm,147 g,4,20 pixels,744 ppcm,1244 ppcm,804 mb,17 cm,14 cm,16,No,Yes,Yes,Low cost
1831 mAh,Yes,2.3,No,3 pixels,Yes,44 gb,0.2 cm,148 g,7,14 pixels,437 ppcm,1113 ppcm,2460 mb,10 cm,5 cm,18,Yes,No,No,High cost
1002 mAh,No,2.6,Yes,7 pixels,No,27 gb,0.1 cm,146 g,1,10 pixels,115 ppcm,1111 ppcm,1295 mb,18 cm,15 cm,17,Yes,No,Yes,Low cost
1010 mAh,Yes,2.0,Yes,2 pixels,Yes,8 gb,0.9 cm,139 g,5,3 pixels,547 ppcm,957 ppcm,2625 mb,15 cm,11 cm,12,Yes,Yes,No,High cost
1117 mAh,Yes,0.5,Yes,2 pixels,No,21 gb,0.1 cm,177 g,2,19 pixels,495 ppcm,1035 ppcm,1999 mb,15 cm,9 cm,2,Yes,No,Yes,Medium cost
990 mAh,Yes,2.7,Yes,3 pixels,No,15 gb,0.9 cm,153 g,2,7 pixels,1466 ppcm,1717 ppcm,2698 mb,11 cm,8 cm,6,Yes,No,No,High cost
1564 mAh,No,1.4,No,5 pixels,Yes,26 gb,0.1 cm,129 g,6,16 pixels,117 ppcm,1115 ppcm,3742 mb,13 cm,3 cm,13,Yes,Yes,No,Very High cost
1065 mAh,No,2.8,Yes,0 pixels,Yes,21 gb,0.1 cm,158 g,5,3 pixels,760 ppcm,1722 ppcm,1193 mb,16 cm,13 cm,20,Yes,No,Yes,Medium cost
1982 mAh,No,1.1,No,12 pixels,No,24 gb,0.1 cm,129 g,7,16 pixels,764 ppcm,1873 ppcm,3511 mb,16 cm,14 cm,15,Yes,Yes,Yes,Very High cost
1607 mAh,No,1.1,Yes,6 pixels,Yes,20 gb,1.0 cm,192 g,2,8 pixels,776 ppcm,1005 ppcm,885 mb,11 cm,1 cm,14,Yes,Yes,No,Low cost
1066 mAh,No,3.0,Yes,6 pixels,Yes,5 gb,0.5 cm,167 g,5,7 pixels,53 ppcm,1504 ppcm,1044 mb,8 cm,7 cm,11,Yes,No,No,Low cost
681 mAh,No,0.5,Yes,12 pixels,Yes,17 gb,0.9 cm,194 g,5,19 pixels,371 ppcm,1702 ppcm,2548 mb,6 cm,1 cm,5,Yes,No,Yes,High cost
1163 mAh,Yes,2.1,Yes,0 pixels,Yes,19 gb,0.9 cm,132 g,2,1 pixels,728 ppcm,818 ppcm,2940 mb,13 cm,0 cm,15,Yes,No,Yes,High cost
1285 mAh,No,0.8,Yes,4 pixels,Yes,11 gb,0.8 cm,199 g,5,7 pixels,1791 ppcm,1896 ppcm,3966 mb,17 cm,15 cm,2,Yes,Yes,Yes,Very High cost
753 mAh,Yes,0.5,No,11 pixels,Yes,48 gb,0.1 cm,121 g,8,20 pixels,606 ppcm,1316 ppcm,3484 mb,11 cm,10 cm,16,Yes,No,No,Very High cost
1779 mAh,Yes,2.6,Yes,2 pixels,No,5 gb,0.8 cm,90 g,1,3 pixels,1225 ppcm,1717 ppcm,1246 mb,12 cm,2 cm,20,No,Yes,No,Medium cost
987 mAh,Yes,1.9,No,4 pixels,Yes,52 gb,0.5 cm,83 g,3,8 pixels,419 ppcm,736 ppcm,2757 mb,17 cm,12 cm,15,Yes,Yes,No,High cost
511 mAh,No,0.9,Yes,15 pixels,Yes,24 gb,0.6 cm,136 g,3,18 pixels,367 ppcm,1264 ppcm,2378 mb,18 cm,3 cm,4,Yes,No,No,Medium cost
1044 mAh,No,1.8,No,4 pixels,Yes,12 gb,0.7 cm,104 g,6,5 pixels,1230 ppcm,1263 ppcm,1794 mb,18 cm,7 cm,19,Yes,Yes,Yes,Medium cost
1855 mAh,No,0.5,No,5 pixels,No,32 gb,0.6 cm,187 g,8,18 pixels,267 ppcm,1161 ppcm,3933 mb,7 cm,0 cm,7,Yes,No,Yes,Very High cost
946 mAh,Yes,1.4,No,9 pixels,No,26 gb,0.1 cm,186 g,6,10 pixels,273 ppcm,891 ppcm,1637 mb,7 cm,3 cm,6,Yes,No,Yes,Low cost
657 mAh,Yes,1.9,Yes,2 pixels,No,21 gb,0.1 cm,110 g,8,8 pixels,705 ppcm,1905 ppcm,783 mb,6 cm,1 cm,11,Yes,Yes,No,Low cost
1673 mAh,Yes,1.6,No,2 pixels,No,42 gb,0.5 cm,182 g,5,6 pixels,214 ppcm,679 ppcm,3094 mb,12 cm,4 cm,20,No,No,No,High cost
731 mAh,Yes,0.5,Yes,0 pixels,Yes,28 gb,0.5 cm,130 g,8,0 pixels,424 ppcm,1032 ppcm,1774 mb,12 cm,8 cm,10,Yes,No,No,Medium cost
926 mAh,Yes,0.8,No,6 pixels,Yes,59 gb,0.8 cm,161 g,7,14 pixels,84 ppcm,793 ppcm,256 mb,18 cm,7 cm,2,Yes,No,Yes,Low cost
1261 mAh,No,0.5,No,3 pixels,Yes,52 gb,0.3 cm,86 g,2,9 pixels,605 ppcm,1429 ppcm,1365 mb,9 cm,3 cm,16,Yes,No,Yes,Medium cost
618 mAh,No,1.1,No,11 pixels,Yes,45 gb,0.2 cm,188 g,3,20 pixels,1175 ppcm,1586 ppcm,2339 mb,19 cm,2 cm,10,Yes,Yes,No,High cost
936 mAh,Yes,2.3,No,5 pixels,Yes,57 gb,0.2 cm,129 g,2,6 pixels,657 ppcm,938 ppcm,2049 mb,12 cm,8 cm,5,Yes,Yes,No,Medium cost
1485 mAh,Yes,0.9,Yes,0 pixels,Yes,28 gb,0.8 cm,158 g,5,1 pixels,371 ppcm,1023 ppcm,3241 mb,14 cm,11 cm,11,Yes,Yes,No,Very High cost
1339 mAh,Yes,0.5,Yes,10 pixels,Yes,21 gb,0.5 cm,80 g,4,11 pixels,833 ppcm,1441 ppcm,867 mb,8 cm,3 cm,3,Yes,Yes,No,Low cost
508 mAh,Yes,1.3,No,1 pixels,No,50 gb,0.7 cm,82 g,5,9 pixels,102 ppcm,1195 ppcm,2175 mb,14 cm,4 cm,14,No,No,Yes,Medium cost
1938 mAh,Yes,0.5,Yes,5 pixels,No,44 gb,0.5 cm,121 g,2,9 pixels,1299 ppcm,1935 ppcm,3497 mb,18 cm,10 cm,18,No,Yes,No,Very High cost
995 mAh,No,1.3,Yes,1 pixels,No,10 gb,0.1 cm,104 g,4,3 pixels,258 ppcm,1889 ppcm,609 mb,11 cm,3 cm,5,Yes,No,Yes,Low cost
1086 mAh,Yes,1.7,Yes,0 pixels,Yes,43 gb,0.2 cm,111 g,6,1 pixels,56 ppcm,1150 ppcm,3285 mb,11 cm,5 cm,17,Yes,Yes,No,High cost
1322 mAh,No,2.3,Yes,1 pixels,Yes,35 gb,0.1 cm,157 g,1,3 pixels,443 ppcm,708 ppcm,3684 mb,15 cm,8 cm,6,Yes,No,No,Very High cost
1864 mAh,No,1.9,Yes,2 pixels,No,57 gb,0.1 cm,181 g,6,6 pixels,1279 ppcm,1793 ppcm,3586 mb,19 cm,9 cm,8,No,No,Yes,Very High cost
1944 mAh,Yes,0.5,No,1 pixels,Yes,26 gb,0.5 cm,92 g,4,9 pixels,313 ppcm,712 ppcm,2322 mb,19 cm,8 cm,7,Yes,No,Yes,High cost
581 mAh,No,0.6,No,5 pixels,Yes,56 gb,0.2 cm,180 g,2,10 pixels,523 ppcm,565 ppcm,354 mb,10 cm,4 cm,13,Yes,Yes,Yes,Low cost
1020 mAh,Yes,0.7,Yes,3 pixels,Yes,27 gb,0.7 cm,128 g,4,4 pixels,919 ppcm,1482 ppcm,3204 mb,18 cm,1 cm,9,Yes,No,Yes,Very High cost
1936 mAh,No,1.3,No,2 pixels,No,44 gb,0.1 cm,139 g,3,3 pixels,570 ppcm,1021 ppcm,1400 mb,17 cm,7 cm,3,No,No,Yes,Medium cost
1329 mAh,Yes,1.7,No,5 pixels,Yes,23 gb,0.6 cm,198 g,8,6 pixels,380 ppcm,682 ppcm,2308 mb,11 cm,10 cm,9,Yes,Yes,No,Medium cost
808 mAh,Yes,0.5,Yes,3 pixels,No,46 gb,0.5 cm,105 g,8,15 pixels,119 ppcm,529 ppcm,1082 mb,15 cm,5 cm,10,Yes,No,Yes,Low cost
994 mAh,No,1.2,Yes,4 pixels,No,40 gb,0.9 cm,164 g,2,17 pixels,296 ppcm,839 ppcm,3104 mb,17 cm,7 cm,11,No,No,No,High cost
1811 mAh,Yes,2.0,No,3 pixels,Yes,22 gb,0.2 cm,82 g,2,8 pixels,358 ppcm,614 ppcm,2847 mb,9 cm,2 cm,4,Yes,No,Yes,High cost
765 mAh,Yes,2.5,No,3 pixels,No,44 gb,0.3 cm,88 g,8,11 pixels,1364 ppcm,1851 ppcm,2256 mb,6 cm,1 cm,19,No,Yes,Yes,High cost
993 mAh,Yes,2.3,Yes,0 pixels,No,16 gb,0.4 cm,106 g,7,13 pixels,424 ppcm,1639 ppcm,1113 mb,14 cm,1 cm,6,No,No,Yes,Low cost
1136 mAh,Yes,1.6,No,15 pixels,No,32 gb,0.5 cm,150 g,6,19 pixels,961 ppcm,1030 ppcm,3210 mb,10 cm,3 cm,8,Yes,Yes,Yes,Very High cost
719 mAh,Yes,0.5,Yes,0 pixels,Yes,23 gb,0.4 cm,113 g,6,9 pixels,431 ppcm,1727 ppcm,3990 mb,14 cm,9 cm,12,Yes,Yes,Yes,Very High cost
733 mAh,Yes,0.6,Yes,0 pixels,No,63 gb,0.3 cm,105 g,7,10 pixels,950 ppcm,1739 ppcm,984 mb,17 cm,4 cm,9,Yes,No,Yes,Low cost
1946 mAh,No,2.7,Yes,8 pixels,No,8 gb,0.3 cm,123 g,8,19 pixels,647 ppcm,1849 ppcm,3117 mb,6 cm,0 cm,2,Yes,No,No,Very High cost
1230 mAh,Yes,1.6,No,0 pixels,Yes,48 gb,0.7 cm,111 g,7,2 pixels,1960 ppcm,1963 ppcm,1622 mb,18 cm,17 cm,16,Yes,Yes,Yes,High cost
1577 mAh,No,1.0,Yes,0 pixels,Yes,64 gb,0.1 cm,105 g,3,7 pixels,116 ppcm,1432 ppcm,2967 mb,7 cm,3 cm,7,Yes,Yes,Yes,Very High cost
